ID,Возраст,Доход клиента,Вероятность банкротства,Флаг утилизации счёта,Расходы,PV КК,PV услуги,NPV
816,45,73259.08917005548,0.12374759477637991,1,181,6352,1383,7554
817,19,21305.454771784996,0.14090616733065953,1,2275,7279,2133,7137
818,24,21361.02629135023,0.10216397489042757,0,18,0,0,-18
819,73,48639.261472904305,0.25124939388660855,0,77,0,0,-77
820,41,24298.808867910087,0.1122878034431997,1,734,7265,2643,9174
821,31,28355.4452843645,0.029028677229217616,1,366,6064,1592,7290
822,31,22012.8082574205,0.11663084765976706,0,12,0,0,-12
823,18,21653.861246590892,0.09051765023851702,1,1236,7008,2000,7772
824,20,21061.431896111986,0.04123498169072277,1,100,11907,1506,13313
825,22,30516.63745939223,0.054088195495576315,1,322,29572,1448,30698
826,50,21015.094134208153,0.18138306295208828,1,1672,5667,1480,5475
827,73,24147.84723449632,0.13195668950078038,1,804,7705,1364,8265
828,20,31080.057972389906,0.18157348711489002,1,1077,5931,1694,6548
829,36,21807.495532091878,0.1954913234385717,0,139,0,0,-139
830,29,20273.968915708876,0.02609529540940721,1,286,15748,1342,16804
831,28,23368.62099114788,0.13121345174539029,0,111,0,0,-111
832,28,21656.545077542927,0.03689502191829173,1,84,7171,1896,8983
833,32,24125.868708700953,0.03127378121939995,1,1117,8828,1518,9229
834,41,24967.627551348138,0.20440208117952818,0,90,0,0,-90
835,21,25756.237589770706,0.1352811086884603,0,25,0,0,-25
836,61,22776.545457438642,0.07645988408210422,1,134,5926,5623,11415
837,31,26469.375880081963,0.023170049736876062,1,301,5647,2080,7426
838,42,29280.3524614813,0.054557990894711146,0,94,0,0,-94
839,43,33979.85685148572,0.08584216439252346,1,232,5931,2590,8289
840,73,21459.498962193386,0.25646477083142627,0,29,0,0,-29
841,62,41529.91136655302,0.1408289217485802,1,174,10988,1625,12439
842,74,29232.585265769503,0.07208651970526636,1,491,7836,4216,11561
843,23,28405.65213365507,0.155878057039918,0,107,0,0,-107
844,30,23372.655979874056,0.1850584450038782,1,814,6866,4668,10720
845,74,28403.07348036588,0.09787988203567852,0,43,0,0,-43
846,32,33794.28876037104,0.06744130270979237,0,38,0,0,-38
847,37,21298.421044753777,0.01457128478410927,0,37,0,0,-37
848,19,53494.14607413229,0.1494883569016167,0,55,0,0,-55
849,55,34064.71995545617,0.05139252248663171,1,18,7841,1385,9208
850,58,24789.42948369115,0.01275236491648672,1,3283,10466,1817,9000
851,20,28384.417438019587,0.2491753987040872,1,184,7280,1453,8549
852,28,21019.488073892553,0.0321537558578563,1,185,7580,2331,9726
853,57,24502.75156489018,0.09240431244927916,1,233,8501,2630,10898
854,37,26925.83764175593,0.27553310795310204,1,703,5273,2061,6631
855,28,36741.699953940806,0.05501996593378766,1,181,6161,1377,7357
856,34,33584.929807718014,0.17433248110046237,1,351,5467,1557,6673
857,18,28005.799225311082,0.06475758569099892,1,2624,10558,1840,9774
858,62,53723.45007551358,0.017916590749387624,1,1171,5786,1407,6022
859,72,21845.658624740296,0.16770366979418466,1,170,5322,1370,6522
860,28,20219.30369353105,0.03550907587558364,1,386,6813,1342,7769
861,39,36786.192196710246,0.4091091929426857,1,1271,7594,7573,13896
862,46,29945.09792510133,0.08415088415660196,1,191,5258,1662,6729
863,28,27523.62416512765,0.05042685084842908,1,774,6765,2406,8397
864,35,29614.087242020214,0.018773465668528853,1,232,6640,1369,7777
865,66,20013.804845066636,0.40209202797498245,0,17,0,0,-17
866,49,22553.513114804977,0.29216034854178335,1,280,7049,1494,8263
867,50,30069.55918018988,0.2301628628545659,0,16,0,0,-16
868,37,42967.22322621991,0.04398230991029042,1,862,15459,2011,16608
869,68,32827.74925465417,0.2627039136781006,1,157,5406,2257,7506
870,25,38750.88875059942,0.091315733737857,0,16,0,0,-16
871,22,21735.303728290073,0.17705149653211097,1,84,7435,1365,8716
872,39,20198.95365393127,0.05404035327877926,1,105,5479,2529,7903
873,21,34471.44108652253,0.3676644609127779,1,1104,5731,1483,6110
874,46,21817.814699460985,0.07213885711571728,1,193,11862,1557,13226
875,56,29760.84942212531,0.03883167183141874,1,201,6809,1366,7974
876,35,21290.023068549046,0.06297554374485392,1,1510,5699,1385,5574
877,24,69989.1804401984,0.21435145703646477,1,11,7464,1538,8991
878,34,45431.79532122235,0.16826324937871817,1,138,9902,2080,11844
879,34,20764.91086892041,0.05446757722623266,1,1580,16578,1606,16604
880,20,39942.10737993776,0.12097306298613508,0,27,0,0,-27
881,22,30507.30523349753,0.0587762162231657,1,1344,6245,1433,6334
882,30,55138.508349974436,0.054912262938774846,1,925,15654,3820,18549
883,45,23377.186345344373,0.26596317761363636,0,53,0,0,-53
884,25,34070.77529835035,0.19866894168492547,0,114,0,0,-114
885,24,22757.57528696476,0.06057736426991915,1,363,71136,1365,72138
886,30,39282.48358384622,0.3568266643841182,1,403,6510,2426,8533
887,54,159074.7745634914,0.023242757913009313,0,26,0,0,-26
888,69,31089.23000880277,0.2621250059475178,1,181,16388,1655,17862
889,20,35218.394739972646,0.3738037334947837,0,41,0,0,-41
890,54,41730.36505461517,0.04430308007961469,1,631,8364,1711,9444
891,19,34041.81010923613,0.001355889928402702,1,437,6656,2938,9157
892,37,20055.0859844772,0.2209555742512308,0,27,0,0,-27
893,18,25173.035550006705,0.3413135396492427,0,53,0,0,-53
894,19,31562.190749509802,0.15270577106096875,1,250,8775,2014,10539
895,28,27560.52226356625,0.013647291326534859,1,195,8734,2603,11142
896,18,48042.926125757964,0.1895798299849808,1,405,16481,1474,17550
897,23,30536.26135015591,0.07766762466944294,0,3,0,0,-3
898,25,35753.094104472744,0.11009704958062184,1,706,7421,1635,8350
899,21,33690.595076408084,0.07260843603845762,0,15,0,0,-15
900,64,33847.25233508679,0.1372957946579649,1,304,7891,5072,12659
901,39,23755.851746622437,0.08439303241566479,1,145,8418,1801,10074
902,19,29677.84208348519,0.04235337916739004,1,99,5402,1448,6751
903,51,28168.56121043459,0.3761339247792309,1,278,10764,2056,12542
904,51,27206.33608839192,0.0939544760005022,0,6,0,0,-6
905,70,43624.101431330346,0.107955987927114,1,164,8332,1461,9629
906,72,58742.26469932257,0.048155796558954383,1,466,6653,1509,7696
907,39,23718.865490684788,0.0035046002322216383,1,364,26969,2174,28779
908,31,29044.04144869822,0.04335237061270055,1,30,15226,1409,16605
909,74,20306.788939022037,0.38374954698420327,1,305,10497,1745,11937
910,47,23440.952148301993,0.11227915293250601,1,127,7072,1868,8813
911,23,34999.72659154446,0.14099807998079691,0,14,0,0,-14
912,30,23804.98534064409,0.18780531026660183,0,183,0,0,-183
913,62,20716.11296947255,0.1734998844014244,1,384,6561,1389,7566
914,29,24626.637937321713,0.16123676857594302,1,729,6642,1696,7609
915,53,33918.679153610436,0.02724176398789322,1,372,6302,1946,7876
916,20,24353.09867254683,0.33344506916548067,0,7,0,0,-7
917,65,53550.606123366095,0.09577669462910979,1,819,5300,1382,5863
918,19,22811.713728250146,0.2378691104559202,1,706,8424,2325,10043
919,27,31404.92007174669,0.1367684451588465,1,274,7295,1525,8546
920,52,23285.65352021876,0.03610461279656958,1,689,6571,1788,7670
921,25,20861.280876190485,0.4963074879633081,0,75,0,0,-75
922,50,21707.07870090128,0.31787196922469174,1,435,5397,1923,6885
923,35,24995.27461436846,0.3700255952354793,1,83,5732,3252,8901
924,59,27993.779279619273,0.02162637296797292,1,604,6464,2267,8127
925,41,20891.610266850286,0.3281967310943679,1,188,6124,1344,7280
926,54,20355.851200948135,0.20807259986577453,1,200,6176,2039,8015
927,46,24351.46116010943,0.19078512908319048,1,172,6162,1389,7379
928,18,55918.26931796159,0.0813751810871719,0,3,0,0,-3
929,35,23925.802806258813,0.05092801934689145,1,291,6635,1848,8192
930,23,31451.51841739543,0.10070593348691934,0,60,0,0,-60
931,21,21912.573337320056,0.034834039374179164,1,738,8294,1436,8992
932,27,22805.671904578714,0.2529140550085443,1,195,6273,1372,7450
933,27,23314.03514896946,0.005640429395280082,0,32,0,0,-32
934,40,47865.84704128525,0.166843956672102,1,366,6115,1404,7153
935,33,24329.17650866448,0.3071933227210846,1,1412,5402,2261,6251
936,34,46286.04919605703,0.25981376094424813,1,619,8219,1341,8941
937,50,20014.589213341103,0.11569629103956866,1,232,7338,1911,9017
938,21,42581.66822845923,0.013870551800793487,1,523,5882,1965,7324
939,47,21235.708523404883,0.015801576825182306,1,325,8293,1638,9606
940,25,22965.80071433918,0.1139279840123843,1,93,9047,4430,13384
941,19,26648.659280022766,0.01957735586881959,0,25,0,0,-25
942,75,31030.07617149584,0.23988218229754166,1,648,7465,1476,8293
943,60,25784.525564734085,0.1468144867483002,1,509,5533,2700,7724
944,63,46181.433050839965,0.22871703963824136,1,120,10535,1555,11970
945,18,33655.64136546085,0.0164359377055228,0,7,0,0,-7
946,20,23932.261537561946,0.018878965401346967,1,131,6070,1679,7618
947,22,50492.56857383831,0.06285293879278318,1,618,6204,1394,6980
948,40,25690.00182604837,0.26388017752763526,1,352,8264,1569,9481
949,37,25193.50436261623,0.007623848066546508,1,5774,8574,1870,4670
950,50,22642.303773358446,0.16166527884777881,0,110,0,0,-110
951,23,44777.96029043578,0.1564169453018759,1,394,9979,3574,13159
952,43,35063.697694270835,0.5378795738894919,0,107,0,0,-107
953,31,29807.028425476932,0.09650223407531416,1,323,6802,3072,9551
954,48,32653.482394111117,0.18088156172903277,1,226,9316,1883,10973
955,75,23080.094099511316,0.2382114896722003,0,23,0,0,-23
956,19,37598.72258626083,0.06291816280908237,1,465,7256,1832,8623
957,69,20732.95010938898,0.129840393570676,1,1139,5708,4566,9135
958,75,25762.71233378533,0.17527099623479442,1,13,12835,1495,14317
959,21,20310.68187358873,0.14972015931870739,0,83,0,0,-83
960,52,45614.767740665666,0.022605836327883263,1,386,8568,1714,9896
961,46,25352.782749496855,0.09694110689583624,1,393,10808,1376,11791
962,38,39346.27220954402,0.12205629211423157,1,689,5604,4296,9211
963,35,23250.6184359023,0.006902069534929201,1,71,5311,1902,7142
964,61,20619.12024554973,0.006115966024691896,1,301,17759,1425,18883
965,18,26407.608930732957,0.26970018746103436,0,107,0,0,-107
966,56,26750.766633654406,0.23159717217453346,1,330,7992,1344,9006
967,41,25104.96775756716,0.06336095021709928,1,980,13718,1386,14124
968,30,30002.4593750241,0.23360780918798266,1,1048,8951,2139,10042
969,56,43076.0641948595,0.2401664838526874,0,17,0,0,-17
970,26,26068.573475141136,0.17487236085266403,0,70,0,0,-70
971,21,22974.355347589837,0.22183834638302763,0,277,0,0,-277
972,25,24404.72930169923,0.07867511054546326,1,866,6232,1421,6787
973,37,26043.986310555214,0.26813613486778437,1,1653,9614,1568,9529
974,38,38231.95286678769,0.0404660277361295,1,982,5427,1870,6315
975,29,21007.08812552141,0.01931790067665672,0,61,0,0,-61
976,31,27815.589423064383,0.16176164975148483,1,733,10047,2040,11354
977,21,25454.091521517777,0.1504149818327924,1,2120,11131,1472,10483
978,65,20060.192694599784,0.0542945617441988,1,1098,6090,1860,6852
979,21,35590.917059484935,0.07640309525718372,0,64,0,0,-64
980,36,30194.541686144872,0.029927343113292607,1,704,7560,2160,9016
981,22,20872.102085689352,0.008237877356743742,0,62,0,0,-62
982,27,83460.33920911691,0.05250359912190453,1,99,6545,2358,8804
983,55,43249.719848800705,0.02849819013544703,1,1088,5806,1529,6247
984,25,25291.8183539003,0.049700929930125315,1,147,8168,1662,9683
985,34,30205.18306007636,0.011409916389441298,1,179,6060,1680,7561
986,74,30199.59426863982,0.30032718503260303,1,911,13184,1883,14156
987,23,20901.954569268346,0.20695160364117365,0,33,0,0,-33
988,70,25533.81233452413,0.2599173718689961,0,1,0,0,-1
989,24,30271.78793545366,0.11111957751777382,1,294,13062,1365,14133
990,30,32274.634629810258,0.03745402460984982,1,420,6946,3515,10041
991,75,44319.33611816474,0.03850659321353471,1,168,5312,1514,6658
992,49,20016.45985504869,0.12924945131024135,1,377,6017,1686,7326
993,28,36575.25717232084,0.03409470740705355,0,13,0,0,-13
994,64,28669.287196661415,0.16458671309750048,1,228,7678,3059,10509
995,63,24224.052588240906,0.14550911463476587,0,15,0,0,-15
996,48,21628.632450678826,0.09299946529554703,1,431,6758,1680,8007
997,50,21464.60551689957,0.1467330241380087,1,493,5504,1793,6804
998,40,20562.32020818189,0.019108033874369358,1,1083,5865,2487,7269
999,28,28256.812805297064,0.11702201712163446,1,792,9774,2510,11492
1000,19,24792.61972731509,0.02198306023377256,1,1192,5314,1975,6097
1001,59,20474.270832181322,0.2866024854301773,0,105,0,0,-105
1002,66,27395.998703873036,0.05329837040285833,1,112,5907,1494,7289
1003,75,36932.620375305545,0.05207640135278272,1,415,6434,1478,7497
1004,44,30500.849234084115,0.053209835759457765,1,422,6176,2068,7822
1005,43,61516.55026138382,0.024250876522143524,1,214,7444,1622,8852
1006,39,22491.28763617666,0.005260048673621352,1,1963,7046,1630,6713
1007,61,20970.04789662265,0.11658704696744757,0,27,0,0,-27
1008,57,36273.80083618019,0.13282972570700632,1,247,7092,1520,8365
1009,18,21697.784349772595,0.11993529317780705,1,550,17208,1385,18043
1010,30,30926.179269408807,0.1970738177778984,1,447,5304,4461,9318
1011,21,27415.19433927763,0.1566341312604045,1,756,13575,2265,15084
1012,37,40022.108695703435,0.008893812664854513,1,926,6656,1401,7131
1013,39,20405.928809226145,0.05241915795796458,1,394,6696,2125,8427
1014,31,20230.88090629966,0.022759787980609913,1,156,6747,1348,7939
1015,44,23766.65171960433,0.17096368516023003,1,148,6448,1838,8138
1016,64,41004.62644917007,0.014698658708978551,1,374,5880,3543,9049
1017,18,21994.84760471218,0.13505539708326383,1,801,6771,1529,7499
1018,41,37887.426584905625,0.1923845452693698,1,194,7205,1669,8680
1019,44,33931.789211153926,0.07805550976478232,0,9,0,0,-9
1020,19,40199.72743864123,0.07370367834639563,1,1008,5530,1351,5873
1021,19,24571.577262334,0.03778243434909057,1,1559,6498,1471,6410
1022,74,33978.879498554525,0.3185214580806784,0,1,0,0,-1
1023,22,25256.356601752574,0.18984327455701952,1,233,8602,1453,9822
1024,18,23592.487308697244,0.024708531585677936,1,53,24776,1921,26644
1025,23,20105.233663688945,0.03211150433181976,1,288,11926,1886,13524
1026,48,24579.47731590356,0.22405922304933062,0,117,0,0,-117
1027,73,27624.82294487663,0.14401909246352512,1,347,9690,1560,10903
1028,69,20755.588574561465,0.12773382554012547,0,189,0,0,-189
1029,24,30413.414701177047,0.027730322321187727,1,383,5281,2168,7066
1030,42,20020.1693606058,0.0410171753968894,1,97,13933,1812,15648
1031,19,20091.270457258408,0.39151195501337294,0,156,0,0,-156
1032,21,39429.456179933455,0.1112355752972428,1,413,5376,1361,6324
1033,21,34868.245250829714,0.049796378649863415,1,1627,11082,1789,11244
1034,18,25942.931600774285,0.11350233028031391,1,1157,10747,1962,11552
1035,18,22607.42326122673,0.26561784698775587,1,142,8381,2060,10299
1036,19,35094.62067311137,0.04420138915463787,1,1840,6635,3850,8645
1037,64,25397.650981127994,0.08686200297141365,1,1082,14668,2433,16019
1038,32,23398.261457095043,0.2954558843576559,0,52,0,0,-52
1039,65,21355.88057539393,0.37120798715288705,1,1389,5249,1408,5268
1040,30,33593.56496679117,0.058522153575656675,1,515,6327,1566,7378
1041,49,24507.23299233969,0.14072923748719876,1,766,6355,1509,7098
1042,47,26361.80516537339,0.17139922325028253,1,140,6008,1479,7347
1043,41,40034.207610258825,0.15612305912949745,1,672,5445,1434,6207
1044,53,26843.786384009865,0.34033477497036857,1,57,5540,1515,6998
1045,21,37433.83090398704,0.1358823896107898,1,534,65593,1848,66907
1046,35,51967.808698828056,0.11053917189894477,1,2707,7603,1452,6348
1047,27,39757.59398328055,0.042657541421531046,1,527,6219,1449,7141
1048,30,27628.61039752062,0.29783014124198715,1,81,5308,1491,6718
1049,60,20992.75084238478,0.04202359013138907,1,370,5772,1461,6863
1050,40,21203.501745909787,0.16136212391931942,0,106,0,0,-106
1051,53,34846.08006642258,0.07185263546025178,1,1184,7068,1770,7654
1052,23,37018.355942348084,0.07647193572096639,1,571,7391,1353,8173
1053,25,40686.215845515806,0.34263177427052255,1,117,16489,1656,18028
1054,62,24299.31101970909,0.2048789239264434,0,86,0,0,-86
1055,21,35476.65998030421,0.19022081544483713,0,63,0,0,-63
1056,20,31380.745429894032,0.19109394556606948,1,389,8544,2374,10529
1057,62,20607.336942029793,0.3622481763230171,1,329,5998,1731,7400
1058,22,43428.51161772205,0.038539806885940914,0,62,0,0,-62
1059,45,20488.583546098613,0.36221589054894177,0,18,0,0,-18
1060,33,22981.23994268239,0.20656161203284662,1,720,8671,1553,9504
1061,61,117579.08493961058,0.052823212564195664,1,691,5448,1506,6263
1062,34,20180.66993391921,0.09137352177342775,1,125,8152,1425,9452
1063,45,20271.52942826781,0.05147645976770647,1,782,18501,1620,19339
1064,69,23606.346906489445,0.06912152455029298,1,916,5614,1370,6068
1065,62,26262.73783783995,0.07265584346200593,1,159,7259,1784,8884
1066,30,35027.00005824076,0.06432067874722544,1,409,8659,1575,9825
1067,27,23774.31957283596,0.005614186639372412,0,24,0,0,-24
1068,49,32018.35027590239,0.04891769040062864,1,628,18969,1750,20091
1069,25,37330.31288234675,0.20881483802737608,1,369,5810,1375,6816
1070,33,56102.22702690826,0.03010520985664805,1,285,7575,1441,8731
1071,44,20309.480316321107,0.0334853971844079,1,1272,8059,5817,12604
1072,22,40168.742914151204,0.4128695662346703,0,7,0,0,-7
1073,29,24564.10982143119,0.028106120708618097,1,220,5544,1584,6908
1074,33,20290.434280934547,0.04742745275169538,0,18,0,0,-18
1075,61,39113.362982864965,0.14327079911284532,1,1409,16595,1384,16570
1076,69,49896.53668833336,0.03253825360146555,1,1489,12107,1417,12035
1077,56,23905.568747828776,0.01732046659684555,1,32,7064,2365,9397
1078,28,23949.08059665014,0.3122411968933437,1,18,20830,2431,23243
1079,63,55156.44983787898,0.022408169590895203,1,334,5453,2315,7434
1080,41,32752.39654574748,0.2981962937872665,1,430,7758,3030,10358
1081,37,22392.83440469395,0.09073600864426107,1,373,14042,1873,15542
1082,19,23356.647087691268,0.41574409739284013,0,24,0,0,-24
1083,29,57526.72612136378,0.04035947880878135,0,55,0,0,-55
1084,24,29137.564691304855,0.14762429471733945,1,409,6586,1490,7667
1085,29,27292.56771789481,0.18093656899921798,0,41,0,0,-41
1086,43,25203.50419609092,0.04296927937377262,1,475,14291,2306,16122
1087,33,21843.18289369856,0.06374146564220151,1,137,7021,1399,8283
1088,38,21366.911471514417,0.008613962701345184,0,0,0,0,0
1089,21,55335.62747976959,0.11187717117559276,1,347,17498,1526,18677
1090,52,21575.891908273203,0.1766099074208621,1,436,6143,1368,7075
1091,49,33623.556403220464,0.006801319485879498,1,186,10823,3103,13740
1092,46,20544.750224399544,0.21467309358968975,1,178,7834,2498,10154
1093,32,21548.10661385185,0.04480074371084216,1,198,5408,2309,7519
1094,71,39311.089846548224,0.0007554752921460039,1,767,5244,1759,6236
1095,66,26260.423784712897,0.20545977502640755,0,15,0,0,-15
1096,32,42110.63546875744,0.008086723345674953,1,733,5713,1648,6628
1097,29,21898.8169122188,0.19375235594865906,1,886,6072,1359,6545
1098,35,20709.595895118116,0.012749930841949999,1,311,7191,1462,8342
1099,50,20188.33170571001,0.08165518416015352,1,638,7626,2145,9133
1100,44,21842.02277570498,0.030370988054862845,0,63,0,0,-63
1101,73,24934.40403083617,0.11016780053474053,1,681,10047,2638,12004
1102,55,21281.84189554785,0.2758369748096221,0,247,0,0,-247
1103,40,27343.766468753478,0.14962655711498138,1,379,42632,2384,44637
1104,24,24800.9160369819,0.05630295167658131,0,88,0,0,-88
1105,35,20250.215298473842,0.047611175707469165,1,709,5446,1535,6272
1106,40,47841.083885438034,0.1972575463781023,0,34,0,0,-34
1107,74,24745.761066391315,0.0934273502036373,1,755,5323,1336,5904
1108,67,20346.40857388357,0.3910263668009635,1,1204,9606,1689,10091
1109,32,27370.87011804374,0.3729248658583366,1,209,5807,1735,7333
1110,70,29509.34408081224,0.13368208696623765,0,5,0,0,-5
1111,26,31464.49667675422,0.14724246955216336,1,353,6461,1719,7827
1112,40,22600.620989421288,0.09464753229418264,1,240,5245,1642,6647
1113,28,24348.344765193644,0.18430557276912937,0,115,0,0,-115
1114,43,20464.559172718007,0.054922695575092266,0,143,0,0,-143
1115,68,64886.11475145431,0.310528781011548,1,362,12324,3892,15854
1116,42,20347.371695833972,0.1314526613584646,1,369,17051,1866,18548
1117,42,22097.377281650864,0.10952778597397576,1,1022,6120,1599,6697
1118,31,21113.091077599438,0.05618904287730067,1,71,7546,2839,10314
1119,26,34086.27865654419,0.06503874483808439,1,840,6003,2202,7365
1120,70,21309.177568027033,0.1832157718808792,1,155,5760,4125,9730
1121,46,25985.900170484474,0.12183551561874968,0,20,0,0,-20
1122,19,21748.835024231666,0.0004468975974570431,1,255,10727,2871,13343
1123,44,27058.92710654551,0.015288884008128202,1,256,6017,2150,7911
1124,41,20682.11920504021,0.056969982315508365,1,361,5768,1527,6934
1125,31,68826.58909933112,0.16562566751830804,1,576,6338,1402,7164
1126,55,28087.038533518913,0.08149432939374575,1,743,7416,1389,8062
1127,49,22417.972974305394,0.2981425280968673,0,55,0,0,-55
1128,73,35303.82230812488,0.14283596723967248,0,57,0,0,-57
1129,42,20550.420907101463,0.14878107517671593,1,748,7665,1439,8356
1130,50,37205.7575716265,0.3572558560765325,1,223,23350,1843,24970
1131,21,48104.706100186464,0.06858691488859207,1,253,7506,2351,9604
1132,30,24168.43865466703,0.1001014387604395,1,49,5826,1403,7180
1133,20,37888.55033369941,0.2875192335402094,1,464,8352,1965,9853
1134,58,21144.549212376565,0.053794136718885166,1,214,5247,1375,6408
1135,29,25964.600607290526,0.10825984888882266,0,10,0,0,-10
1136,58,35235.95356240181,0.1603639843836059,1,1395,6288,1761,6654
1137,35,35515.957466380656,0.08096403528989109,1,403,5276,1493,6366
1138,19,20137.57579463796,0.06052610742870378,0,8,0,0,-8
1139,30,35999.19152618029,0.06583767694334842,1,156,8412,1479,9735
1140,40,20006.795402777898,0.37364435341546315,0,31,0,0,-31
1141,21,32903.09407357419,0.1470350092251917,1,599,5282,3564,8247
1142,40,36347.03931006765,0.04700933770982122,1,294,13409,1464,14579
1143,46,29208.825014313097,0.04613947031818627,1,159,10077,1788,11706
1144,61,24249.925975189086,0.12631584797023124,0,29,0,0,-29
1145,33,25628.74620508466,0.27995005703089176,1,521,6690,1419,7588
1146,42,22449.236810910195,0.007122991247815721,1,424,7189,2173,8938
1147,34,24360.618895479238,0.25104674846654573,1,542,9325,1460,10243
1148,24,24941.044718712354,0.10090055021632355,1,199,5730,1524,7055
1149,62,34041.38287526045,0.06741338136603035,1,863,7216,1502,7855
1150,29,22849.234010301756,0.08284339311024333,1,247,28701,1500,29954
1151,33,38636.361663798176,0.009498774383491159,1,198,5301,3402,8505
1152,34,30593.139628829067,0.3852161648132472,0,4,0,0,-4
1153,23,23979.642628517864,0.00905381857773371,1,297,5795,1578,7076
1154,32,37033.45390568454,0.06720586801594725,1,253,5935,1858,7540
1155,38,26131.150922576446,0.43858441338538956,1,1147,6003,4018,8874
1156,61,20271.321177015525,0.18938860246397074,1,37,7059,1467,8489
1157,18,22218.764268702787,0.07027293676045993,1,599,9418,1605,10424
1158,58,26920.42744632643,0.1304009256553056,1,281,5272,2698,7689
1159,42,21662.141987629922,0.058261260037037514,1,1040,9511,2082,10553
1160,20,22656.07114991532,0.10462236032999625,1,1516,10141,1511,10136
1161,23,22775.857695461626,0.34950868675507907,1,126,7981,2790,10645
1162,23,21823.298253257897,0.01317112451593842,0,39,0,0,-39
1163,33,25511.437713215088,0.012125901129111173,0,56,0,0,-56
1164,18,32398.683132065118,0.06537403240851507,1,128,32730,1431,34033
1165,59,20301.3885382311,0.003993508529561391,1,192,11986,1516,13310
1166,35,21449.620730625913,0.054829424018157824,1,32,12347,1389,13704
1167,26,20279.585850910127,0.11566525828735084,1,1304,5604,1758,6058
1168,63,23767.41914275557,0.013953823960707396,1,308,25510,2603,27805
1169,18,20047.37327360385,0.011931711561181836,1,1778,5930,1921,6073
1170,71,20116.08495116372,0.15053043517912387,1,1641,12809,1442,12610
1171,18,23128.91122270668,0.008294310953410046,1,717,10217,1455,10955
1172,48,21875.93599209321,0.05432974353212223,1,914,5546,2083,6715
1173,50,37229.0345704167,0.2417715625440996,1,260,6266,1697,7703
1174,27,38638.22856153031,0.001964428705737809,1,509,7973,1693,9157
1175,27,22078.79414029784,0.03210716561785876,1,157,5626,3206,8675
1176,73,20633.510218669187,0.01357791547324367,1,892,5283,1487,5878
1177,38,27985.358192567557,0.06200164971804756,0,48,0,0,-48
1178,44,22218.78200486201,0.3402041830848255,1,696,6052,2186,7542
1179,27,21557.570268584375,0.09698147612116655,1,65,6510,1900,8345
1180,22,143033.0914468229,0.03469323547080946,1,319,20239,2370,22290
1181,39,28381.820653650535,0.11403596442999599,0,25,0,0,-25
1182,41,29606.95953485001,0.18010433278924348,1,112,5322,1617,6827
1183,40,26529.908679878583,0.00995330326158682,1,491,5980,1614,7103
1184,18,41097.733654901276,0.048893191855504226,1,1038,20813,2105,21880
1185,65,24648.780210884004,0.19025574501811135,0,33,0,0,-33
1186,22,63726.88085535263,0.17826260958923165,1,658,7803,1334,8479
1187,39,20166.56000691492,0.001062533424457754,1,226,6418,2440,8632
1188,29,24981.58917006273,0.12726423349692384,0,20,0,0,-20
1189,47,24753.19942475014,0.4276304766871778,0,12,0,0,-12
1190,30,81990.74929992382,0.15653895656909084,0,202,0,0,-202
1191,57,30991.385793166897,0.006393470853297439,1,327,7702,1920,9295
1192,60,53035.87366117657,0.17705123709755213,1,508,5497,1931,6920
1193,24,21647.00300179613,0.01982582998345685,1,601,10236,2085,11720
1194,19,23555.835578402013,0.14333937658394805,0,45,0,0,-45
1195,18,23498.200425725743,0.1498035387072499,1,886,80251,1339,80704
1196,65,25194.580020444322,0.0018786739007883128,1,96,7263,2483,9650
1197,20,28771.731375365114,0.038827193915574085,1,680,7043,1455,7818
1198,34,33627.11826195487,0.2149151892919811,1,183,7339,2257,9413
1199,20,20408.65619839678,0.0708125888020521,1,2156,5962,2199,6005
1200,19,21601.370182339047,0.07925668113092382,1,115,9985,1555,11425
1201,25,36497.762459259924,0.16357317022549733,0,19,0,0,-19
1202,33,20928.259019433626,0.311012640197962,1,3749,11309,1738,9298
1203,44,21387.731627937137,0.07318319857134682,0,81,0,0,-81
1204,22,28469.37465991157,0.1686008026606,0,107,0,0,-107
1205,48,27826.22245000237,0.19185399463620867,1,3181,6434,1565,4818
1206,48,23199.505116540167,0.22653272455873344,1,214,8163,1453,9402
1207,19,23101.609757466194,0.06788533950357195,1,38,10203,2269,12434
1208,18,20693.205579620913,0.2838348377700651,1,127,6035,1567,7475
1209,19,26943.434257592704,0.09079322448233199,1,86,12746,1667,14327
1210,22,21715.363106953126,0.03718666285417056,1,173,6336,1517,7680
1211,34,23431.650661464515,0.29749457827590287,1,781,6529,2064,7812
1212,69,21083.168622882244,0.38508358742283155,1,174,5649,2752,8227
1213,51,30676.230313271117,0.1513424211349223,0,76,0,0,-76
1214,69,56467.53767536566,0.027879175576424046,1,259,5728,1643,7112
1215,28,36145.36152653428,0.09555801448011317,1,203,19220,1943,20960
1216,41,21479.164118397104,0.04953853534765533,1,170,5803,1429,7062
1217,26,20053.424910324444,0.09701241137869987,1,316,12382,2278,14344
1218,31,21499.607945139138,0.03863799797835074,1,578,16409,1666,17497
1219,35,35009.45393851031,0.0359438342973067,1,417,5841,3025,8449
1220,65,21963.305145184437,0.286872073057612,0,101,0,0,-101
1221,35,21932.838779586564,0.2914707099595327,0,16,0,0,-16
1222,70,23692.647746739363,0.08073169688752638,0,4,0,0,-4
1223,65,25006.483704178416,0.030294817020145585,1,155,7114,1639,8598
